tiempo_total_min,minutos_retraso,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,franja_horaria,es_hora_pico,valor_pedido_soles
31.1,1.1,2.27,2.7,15.2,0,noche,1,34.59
14.2,0.0,1.526,1.502,7.4,1,mañana,0,69.38
18.9,0.0,0.705,2.226,14.0,1,mañana,0,91.09
19.8,0.0,1.477,2.186,9.0,1,noche,1,18.02
27.1,0.0,2.018,1.382,13.8,1,noche,1,31.09
29.1,0.0,2.216,1.155,16.5,1,noche,1,72.79
20.7,0.0,3.349,0.835,10.2,1,noche,1,93.19
26.8,0.0,1.677,2.733,13.1,1,tarde,1,55.53
25.9,0.0,3.318,1.608,10.0,1,tarde,1,19.53
33.6,3.6,1.025,2.34,19.7,0,tarde,1,89.17
12.6,0.0,0.932,1.46,9.0,1,mañana,0,31.79
10.6,0.0,1.367,2.154,3.2,1,noche,0,82.27
14.7,0.0,0.433,1.105,11.2,1,mañana,0,40.17
13.9,0.0,1.329,1.715,12.5,1,tarde,0,18.95
5.9,0.0,1.531,0.505,3.5,1,tarde,0,93.79
15.2,0.0,1.478,2.3,8.2,1,tarde,0,15.45
15.7,0.0,1.263,0.919,11.8,1,mañana,0,38.01
15.6,0.0,1.093,1.874,8.3,1,mañana,0,33.67
16.4,0.0,1.734,2.934,3.9,1,mañana,0,47.63
16.5,0.0,1.571,1.822,11.0,1,mañana,0,41.81
19.5,0.0,0.711,1.543,15.9,1,mañana,0,16.27
15.8,0.0,1.758,2.348,5.2,1,mañana,0,42.71
5.1,0.0,1.397,0.531,4.3,1,noche,0,30.14
5.0,0.0,1.417,0.266,3.0,1,noche,0,49.75
16.8,0.0,1.44,2.234,8.5,1,noche,0,20.75
18.9,0.0,1.209,2.547,11.3,1,noche,0,92.57
15.8,0.0,1.845,1.413,9.5,1,noche,0,33.86
11.1,0.0,1.272,1.448,4.6,1,tarde,0,71.62
20.7,0.0,0.66,1.171,15.0,1,tarde,0,74.47
9.9,0.0,1.067,2.136,2.4,1,noche,0,94.33
13.0,0.0,0.699,1.752,12.2,1,noche,0,17.2
18.3,0.0,1.611,1.825,9.2,1,noche,0,79.88
34.8,4.8,2.072,2.247,17.5,0,noche,1,30.73
15.3,0.0,2.778,1.568,0.9,1,noche,1,23.5
37.2,7.2,2.18,2.451,19.4,0,noche,1,90.46
24.3,0.0,2.601,2.173,10.6,1,noche,1,69.99
16.2,0.0,1.625,2.44,9.3,1,noche,0,94.3
13.6,0.0,0.899,2.436,8.4,1,mañana,0,49.86
11.0,0.0,0.912,2.062,5.1,1,noche,0,84.56
38.5,8.5,2.34,2.483,22.4,0,noche,1,69.2
25.8,0.0,2.293,2.513,13.0,1,tarde,1,67.78
28.1,0.0,2.42,2.229,10.6,1,tarde,1,88.23
15.3,0.0,2.947,0.034,7.4,1,tarde,1,44.83
6.8,0.0,1.648,1.243,0.5,1,noche,0,80.72
22.3,0.0,0.645,1.747,13.8,1,noche,0,18.13
15.1,0.0,0.928,2.835,8.4,1,noche,0,68.19
14.8,0.0,1.758,1.177,6.1,1,noche,0,32.65
21.8,0.0,1.281,1.535,13.4,1,noche,0,81.6
15.4,0.0,0.655,1.735,8.6,1,noche,0,86.32
23.1,0.0,2.473,1.851,8.5,1,noche,1,89.87
27.0,0.0,2.399,3.071,10.5,1,noche,1,83.18
34.2,4.2,1.961,2.243,20.4,0,tarde,1,66.21
29.2,0.0,1.77,2.555,15.1,1,noche,1,38.13
19.9,0.0,0.519,2.555,12.2,1,mañana,0,15.75
7.1,0.0,1.364,1.393,2.5,1,mañana,0,33.24
16.1,0.0,1.562,1.902,6.8,1,mañana,0,71.05
14.2,0.0,0.821,1.857,8.5,1,noche,0,33.43
13.3,0.0,1.66,1.818,5.8,1,noche,0,23.95
14.1,0.0,0.706,1.617,9.1,1,noche,0,24.66
18.5,0.0,1.392,2.419,9.6,1,mañana,0,17.88
19.1,0.0,1.518,1.79,11.5,1,mañana,0,48.81
26.9,0.0,3.625,1.192,8.8,1,tarde,1,49.96
25.3,0.0,0.742,1.74,20.1,1,tarde,1,50.63
32.5,2.5,3.328,1.503,13.0,0,tarde,1,93.33
17.5,0.0,1.036,2.416,8.0,1,noche,0,24.14
9.9,0.0,1.51,1.806,4.1,1,noche,0,88.21
11.4,0.0,1.506,1.876,6.5,1,tarde,0,86.89
8.8,0.0,1.398,1.48,2.1,1,tarde,0,50.65
17.5,0.0,0.512,2.218,14.7,1,tarde,0,20.28
34.7,4.7,2.215,2.575,18.4,0,noche,1,91.18
10.6,0.0,1.253,2.435,3.0,1,mañana,0,20.33
17.4,0.0,1.509,1.464,9.0,1,mañana,0,32.52
11.4,0.0,1.18,2.658,6.5,1,mañana,0,55.18
27.7,0.0,1.283,1.783,19.0,1,noche,1,48.86
12.3,0.0,1.682,2.393,2.1,1,mañana,0,75.59
21.9,0.0,0.13,2.082,13.9,1,mañana,0,57.83
12.7,0.0,0.881,1.057,6.8,1,noche,0,54.46
24.3,0.0,2.788,2.832,5.1,1,tarde,1,43.86
18.1,0.0,1.082,2.467,10.3,1,noche,0,61.8
10.3,0.0,1.514,0.828,7.1,1,noche,1,22.38
23.7,0.0,0.703,0.448,19.7,1,tarde,1,50.99
23.6,0.0,2.131,1.902,9.6,1,tarde,1,89.82
14.5,0.0,0.528,2.568,7.4,1,noche,0,30.93
18.6,0.0,1.234,2.25,13.4,1,tarde,0,90.75
20.8,0.0,0.411,1.729,14.9,1,tarde,0,17.23
19.0,0.0,1.034,2.687,10.1,1,tarde,0,86.87
14.8,0.0,1.305,1.616,8.8,1,mañana,0,17.06
16.2,0.0,1.517,2.549,5.2,1,mañana,0,17.14
10.6,0.0,0.068,1.695,8.4,1,mañana,0,54.89
7.1,0.0,1.583,1.282,1.8,1,mañana,0,25.01
12.8,0.0,1.277,2.004,6.6,1,mañana,0,74.65
10.5,0.0,0.659,2.689,7.3,1,tarde,0,84.88
14.2,0.0,1.164,1.836,8.5,1,tarde,0,87.15
19.5,0.0,1.233,1.503,12.1,1,tarde,0,46.86
14.4,0.0,1.033,1.672,8.5,1,mañana,0,66.53
20.1,0.0,1.672,1.295,9.3,1,noche,1,32.43
16.6,0.0,1.634,1.674,9.0,1,mañana,0,67.68
13.4,0.0,1.169,2.923,4.3,1,mañana,0,26.06
16.3,0.0,0.368,1.907,11.0,1,mañana,0,46.79
14.1,0.0,0.692,2.655,6.9,1,mañana,0,86.37
10.2,0.0,1.467,1.388,3.1,1,mañana,0,74.72
17.8,0.0,1.342,0.812,10.8,1,mañana,0,62.8
13.2,0.0,1.468,1.042,9.0,1,mañana,0,29.66
12.0,0.0,1.306,3.02,2.6,1,mañana,0,37.17
10.2,0.0,1.72,2.419,3.2,1,mañana,0,32.16
8.7,0.0,0.976,1.925,2.2,1,tarde,0,31.0
26.0,0.0,0.544,0.861,20.9,1,tarde,1,40.49
18.1,0.0,0.606,2.444,14.4,1,noche,0,91.86
6.3,0.0,0.934,1.129,3.5,1,noche,0,60.44
11.6,0.0,1.229,1.751,6.7,1,noche,0,19.44
11.3,0.0,1.899,2.062,5.4,1,noche,0,55.54
6.2,0.0,1.256,0.967,2.5,1,noche,0,35.83
9.2,0.0,1.681,1.613,5.9,1,noche,0,81.0
30.5,0.5,3.165,1.293,14.5,0,noche,1,65.27
16.2,0.0,1.546,1.692,7.5,1,mañana,0,93.27
14.6,0.0,0.66,1.725,8.3,1,mañana,0,41.49
19.8,0.0,0.254,2.695,13.4,1,mañana,0,35.48
20.8,0.0,1.235,1.944,10.9,1,mañana,0,80.61
22.6,0.0,1.262,2.547,11.3,1,mañana,0,91.91
9.3,0.0,0.341,1.285,7.8,1,mañana,0,30.95
11.6,0.0,1.068,2.116,5.6,1,mañana,0,57.96
19.1,0.0,1.516,1.546,10.8,1,mañana,0,84.93
20.1,0.0,0.395,2.314,11.8,1,mañana,0,64.39
18.2,0.0,1.299,2.428,11.3,1,mañana,0,20.22
8.7,0.0,1.244,2.009,7.5,1,tarde,0,25.08
12.4,0.0,1.602,2.018,5.1,1,tarde,0,93.75
9.5,0.0,1.073,1.942,0.8,1,mañana,0,20.61
24.5,0.0,3.227,1.826,8.0,1,tarde,1,94.35
12.7,0.0,0.527,2.693,9.1,1,noche,0,63.46
16.6,0.0,1.346,1.964,9.0,1,noche,0,94.02
16.9,0.0,1.978,2.679,7.7,1,noche,0,72.89
15.4,0.0,1.537,2.155,9.9,1,mañana,0,61.35
17.8,0.0,1.583,2.381,8.5,1,mañana,0,84.98
16.9,0.0,0.587,2.311,12.1,1,mañana,0,28.55
22.4,0.0,0.544,1.77,14.9,1,tarde,1,61.36
35.2,5.2,2.253,2.209,18.9,0,tarde,1,84.4
12.6,0.0,1.328,2.614,3.2,1,mañana,0,75.9
11.7,0.0,0.507,1.697,6.6,1,mañana,0,16.48
17.0,0.0,1.299,2.368,8.2,1,mañana,0,86.71
12.1,0.0,1.557,3.141,3.5,1,mañana,0,38.48
32.9,2.9,2.389,3.01,12.4,0,noche,1,91.05
35.9,5.9,3.125,2.512,16.1,0,noche,1,58.88
31.4,1.4,2.815,1.746,16.8,0,noche,1,33.8
30.5,0.5,1.607,2.733,18.4,0,noche,1,60.6
5.0,0.0,1.645,2.494,0.5,1,noche,0,64.93
15.9,0.0,1.474,2.085,6.1,1,mañana,0,24.32
22.0,0.0,1.247,1.456,17.1,1,mañana,0,66.22
10.6,0.0,1.487,1.609,3.8,1,mañana,0,25.2
16.3,0.0,0.539,2.584,11.6,1,noche,0,63.7
10.8,0.0,0.981,1.393,6.5,1,noche,0,28.06
21.2,0.0,0.591,2.194,12.4,1,noche,0,67.31
15.5,0.0,0.732,1.943,10.7,1,noche,0,34.92
16.5,0.0,1.284,0.337,15.1,1,noche,0,75.01
15.8,0.0,1.426,1.999,5.6,1,noche,0,24.7
18.5,0.0,1.963,1.145,13.7,1,noche,0,71.1
24.3,0.0,1.674,1.772,16.0,1,noche,0,94.7
8.9,0.0,1.97,1.73,5.1,1,noche,0,44.49
21.0,0.0,0.952,2.485,11.9,1,tarde,0,34.27
10.9,0.0,1.043,0.744,5.7,1,tarde,0,80.48
11.6,0.0,1.435,1.074,8.4,1,noche,0,66.26
15.6,0.0,1.504,2.438,8.0,1,noche,0,28.26
14.0,0.0,0.172,2.056,12.0,1,noche,0,61.09
20.3,0.0,2.471,1.608,8.4,1,tarde,1,27.19
28.4,0.0,1.728,0.74,18.4,1,tarde,1,83.43
18.4,0.0,0.602,2.228,10.2,1,mañana,0,88.06
18.0,0.0,1.666,2.786,7.4,1,mañana,0,26.05
24.0,0.0,2.009,1.906,12.8,1,tarde,1,17.22
11.6,0.0,1.806,2.513,4.8,1,tarde,0,52.84
10.6,0.0,1.53,0.754,5.5,1,tarde,0,86.87
14.7,0.0,0.674,1.408,9.9,1,mañana,0,50.83
12.8,0.0,0.607,1.838,5.8,1,noche,0,64.28
17.4,0.0,1.216,2.349,8.4,1,noche,0,26.02
27.1,0.0,2.332,2.675,15.3,1,tarde,1,26.39
27.3,0.0,2.041,2.226,9.8,1,tarde,1,49.51
29.9,0.0,3.439,1.532,15.4,1,tarde,1,66.12
24.6,0.0,1.262,0.09,17.5,1,mañana,0,61.4
13.7,0.0,1.557,1.667,7.2,1,mañana,0,62.99
13.2,0.0,0.192,2.519,10.6,1,tarde,0,15.84
15.3,0.0,1.124,1.667,4.7,1,tarde,0,53.41
5.8,0.0,1.027,1.351,1.9,1,tarde,0,27.61
37.9,7.9,0.38,2.447,29.1,0,tarde,1,80.53
25.8,0.0,1.405,0.24,17.3,1,tarde,1,36.83
12.7,0.0,1.453,1.976,8.5,1,mañana,0,39.55
12.7,0.0,1.527,2.391,5.2,1,mañana,0,78.05
18.4,0.0,1.207,0.638,11.7,1,mañana,0,36.77
9.2,0.0,1.464,1.741,6.0,1,mañana,0,57.36
13.3,0.0,0.353,2.429,7.8,1,tarde,0,21.08
15.0,0.0,1.018,2.535,6.4,1,tarde,0,78.69
18.3,0.0,1.269,2.091,11.2,1,tarde,0,67.94
11.6,0.0,0.778,1.057,5.9,1,mañana,0,74.27
8.0,0.0,0.951,2.061,3.7,1,tarde,0,83.4
14.2,0.0,0.925,1.099,10.4,1,tarde,0,65.75
9.7,0.0,0.484,2.482,3.7,1,tarde,0,60.48
9.9,0.0,0.504,1.52,8.5,1,tarde,0,53.09
16.9,0.0,0.276,0.832,15.9,1,tarde,0,30.24
24.5,0.0,0.542,3.3,13.2,1,mañana,0,52.66
14.9,0.0,1.645,2.126,6.6,1,mañana,0,94.2
20.0,0.0,0.275,1.106,15.3,1,noche,0,66.66
23.2,0.0,1.242,0.373,14.9,1,tarde,1,32.28
30.5,0.5,2.949,2.251,14.5,0,tarde,1,78.36
15.0,0.0,1.637,2.168,7.4,1,noche,0,18.36
11.3,0.0,1.497,0.955,7.3,1,noche,0,47.16
18.5,0.0,1.199,2.492,12.4,1,noche,0,74.7
10.5,0.0,1.756,2.248,6.6,1,tarde,0,44.91
20.9,0.0,0.844,2.643,12.7,1,mañana,0,15.09
5.0,0.0,0.679,1.26,1.8,1,mañana,0,77.18
16.8,0.0,1.251,2.454,10.4,1,noche,0,38.8
18.6,0.0,1.616,3.343,9.4,1,noche,0,70.53
18.0,0.0,1.507,2.326,11.4,1,mañana,0,17.2
16.7,0.0,0.21,1.373,13.5,1,mañana,0,89.02
11.9,0.0,1.34,2.606,4.5,1,mañana,0,18.62
17.0,0.0,1.449,2.429,7.1,1,noche,0,37.94
26.0,0.0,1.981,1.245,18.2,1,noche,1,38.44
5.0,0.0,1.653,1.185,0.0,1,mañana,0,26.84
12.7,0.0,0.646,2.471,7.6,1,noche,0,63.76
15.2,0.0,1.187,1.598,9.7,1,noche,0,78.61
11.6,0.0,0.915,2.045,9.0,1,noche,0,87.95
10.5,0.0,1.625,1.139,5.8,1,mañana,0,34.81
12.4,0.0,1.588,1.169,9.7,1,noche,0,17.78
10.3,0.0,1.085,1.057,6.9,1,noche,0,30.62
22.2,0.0,1.589,1.573,13.4,1,mañana,0,43.58
12.3,0.0,0.754,1.823,8.0,1,mañana,0,32.59
13.4,0.0,1.345,1.403,10.2,1,mañana,0,20.7
22.9,0.0,0.684,2.665,12.6,1,mañana,0,41.4
19.7,0.0,2.487,1.383,8.2,1,tarde,1,26.67
32.3,2.3,1.491,1.963,19.8,0,noche,1,27.94
20.9,0.0,1.026,0.993,15.8,1,tarde,1,66.56
14.3,0.0,0.622,3.152,8.6,1,noche,0,67.72
19.6,0.0,1.694,0.869,15.4,1,noche,0,84.39
16.8,0.0,0.399,1.902,13.7,1,mañana,0,32.27
9.5,0.0,0.822,1.408,4.6,1,mañana,0,30.02
5.0,0.0,0.202,0.753,2.1,1,noche,0,41.22
7.5,0.0,0.751,2.52,5.0,1,noche,0,26.3
8.4,0.0,0.969,1.459,5.7,1,mañana,0,77.22
15.1,0.0,1.536,2.0,8.6,1,mañana,0,29.42
18.2,0.0,1.169,2.922,7.2,1,mañana,0,62.38
7.7,0.0,1.113,1.458,3.8,1,noche,0,79.04
19.8,0.0,1.492,1.8,12.1,1,noche,0,54.39
6.0,0.0,1.022,0.628,6.9,1,mañana,0,60.87
19.3,0.0,0.09,2.272,12.7,1,tarde,0,66.66
10.7,0.0,1.402,1.559,5.5,1,mañana,0,51.3
21.3,0.0,3.172,2.647,6.7,1,tarde,1,92.09
5.0,0.0,1.113,0.964,4.5,1,mañana,0,75.52
16.7,0.0,0.881,1.208,13.0,1,mañana,0,62.58
19.7,0.0,0.827,1.156,14.7,1,noche,0,48.46
11.9,0.0,1.267,2.154,6.1,1,noche,0,92.9
10.3,0.0,0.77,1.262,8.2,1,noche,0,85.67
13.9,0.0,1.182,0.458,12.4,1,noche,0,23.82
27.0,0.0,3.618,1.397,7.3,1,tarde,1,34.28
36.6,6.6,2.092,1.138,22.4,0,tarde,1,88.74
20.2,0.0,1.289,1.178,15.1,1,noche,0,44.99
24.4,0.0,0.587,2.92,17.5,1,noche,0,31.14
10.1,0.0,1.271,1.809,3.8,1,noche,0,50.7
17.5,0.0,0.786,2.513,9.8,1,tarde,1,85.83
30.2,0.2,1.421,2.706,18.7,0,tarde,1,41.79
27.4,0.0,2.248,2.145,9.9,1,tarde,1,72.37
33.5,3.5,2.562,3.063,11.5,0,tarde,1,75.35
14.4,0.0,0.731,0.117,8.3,1,tarde,0,64.57
10.4,0.0,1.08,0.178,7.1,1,tarde,0,57.9
30.0,0.0,3.317,1.798,13.8,1,noche,1,44.54
9.2,0.0,0.646,1.937,4.4,1,noche,0,60.28
9.5,0.0,1.556,2.404,2.0,1,noche,0,20.35
13.6,0.0,1.398,1.994,6.2,1,noche,0,90.64
15.2,0.0,0.706,2.618,9.6,1,tarde,0,39.9
14.4,0.0,1.187,0.406,11.7,1,tarde,0,58.88
13.9,0.0,0.982,1.017,8.6,1,tarde,0,82.65
9.1,0.0,1.985,2.176,3.0,1,noche,0,31.08
7.5,0.0,1.359,2.985,0.0,1,tarde,0,68.37
17.9,0.0,1.587,2.646,9.0,1,mañana,0,47.65
28.2,0.0,2.871,2.824,7.1,1,tarde,1,22.04
41.6,11.6,2.052,2.396,24.8,0,tarde,1,67.2
22.6,0.0,1.111,2.669,12.0,1,noche,0,64.35
15.9,0.0,0.587,1.797,7.8,1,noche,0,72.69
11.8,0.0,0.849,2.83,1.0,1,noche,0,21.34
16.7,0.0,1.49,1.853,8.7,1,noche,0,58.48
16.1,0.0,1.252,1.604,8.2,1,mañana,0,39.6
15.2,0.0,0.855,2.717,7.8,1,noche,0,24.5
19.1,0.0,0.602,2.084,15.0,1,noche,0,63.61
23.1,0.0,3.085,2.422,6.1,1,tarde,1,20.36
17.3,0.0,1.069,2.207,9.1,1,noche,0,58.33
12.5,0.0,1.351,1.784,7.6,1,noche,0,22.85
12.8,0.0,1.288,1.563,5.4,1,mañana,0,46.37
14.3,0.0,1.504,2.234,5.3,1,noche,0,63.12
33.7,3.7,2.664,2.058,15.7,0,tarde,1,90.22
30.7,0.7,2.909,2.167,13.5,0,tarde,1,27.98
34.7,4.7,0.944,1.651,24.7,0,noche,1,29.59
15.4,0.0,1.108,1.139,8.5,1,mañana,0,77.19
18.1,0.0,1.067,1.792,11.3,1,mañana,0,27.36
15.1,0.0,1.044,1.406,11.0,1,mañana,0,42.98
12.8,0.0,0.344,1.34,6.4,1,mañana,0,62.19
15.2,0.0,0.313,1.611,11.5,1,noche,0,49.51
14.4,0.0,1.608,2.028,4.7,1,noche,0,38.18
21.8,0.0,2.549,1.613,6.4,1,noche,1,57.6
30.6,0.6,0.487,2.468,17.6,0,noche,1,29.17
10.1,0.0,0.594,0.403,9.1,1,mañana,0,24.41
13.2,0.0,1.417,2.718,5.9,1,mañana,0,60.67
22.4,0.0,1.718,1.161,12.0,1,noche,1,40.04
24.9,0.0,1.222,0.679,16.4,1,noche,1,58.81
29.7,0.0,2.472,1.751,17.1,1,noche,1,49.47
29.2,0.0,0.123,2.056,21.4,1,noche,1,30.51
14.8,0.0,0.691,1.721,11.2,1,noche,0,72.28
10.2,0.0,1.172,1.775,4.8,1,mañana,0,80.08
19.4,0.0,1.348,1.385,15.4,1,mañana,0,88.13
11.5,0.0,0.152,1.987,11.4,1,mañana,0,78.18
29.5,0.0,2.352,3.034,12.7,1,tarde,1,72.52
6.5,0.0,1.128,2.179,0.4,1,mañana,0,34.23
28.8,0.0,2.366,1.165,20.5,1,tarde,1,62.23
20.7,0.0,3.88,2.279,3.6,1,tarde,1,94.74
23.2,0.0,1.083,0.89,19.8,1,tarde,0,54.72
19.9,0.0,0.92,1.081,11.2,1,tarde,0,21.57
10.5,0.0,0.453,1.845,5.9,1,mañana,0,64.36
8.5,0.0,1.754,1.262,4.6,1,mañana,0,39.48
17.0,0.0,0.814,2.894,9.3,1,tarde,0,38.55
14.7,0.0,1.075,1.753,10.5,1,tarde,0,91.47
17.5,0.0,0.578,1.685,13.4,1,noche,0,85.95
9.0,0.0,1.384,2.634,1.0,1,noche,0,42.85
11.1,0.0,0.421,2.445,7.3,1,tarde,0,94.62
19.9,0.0,1.168,2.026,12.9,1,noche,0,63.08
16.1,0.0,0.868,2.03,10.7,1,noche,0,57.53
10.5,0.0,1.006,2.156,2.6,1,mañana,0,25.92
20.7,0.0,0.698,1.741,11.1,1,mañana,0,39.58
13.0,0.0,0.608,2.017,8.9,1,tarde,0,16.55
8.0,0.0,1.054,1.868,2.8,1,tarde,0,54.73
29.3,0.0,2.938,1.907,13.3,1,tarde,1,23.77
9.5,0.0,1.16,2.117,5.5,1,mañana,0,72.69
11.1,0.0,0.799,1.315,7.0,1,noche,0,18.27
12.5,0.0,0.757,2.125,9.2,1,noche,0,48.07
21.4,0.0,3.295,1.756,6.3,1,tarde,1,23.98
30.2,0.2,2.426,2.057,13.3,0,tarde,1,44.16
12.0,0.0,1.172,1.49,6.3,1,noche,0,84.63
12.8,0.0,1.004,3.334,6.2,1,noche,0,52.84
11.3,0.0,1.493,1.314,3.0,1,mañana,0,27.48
33.3,3.3,1.479,2.574,19.7,0,tarde,1,56.13
26.0,0.0,2.24,1.125,17.7,1,noche,1,75.51
23.1,0.0,1.131,1.677,13.7,1,mañana,0,69.31
15.5,0.0,1.636,1.316,9.7,1,tarde,0,53.8
8.1,0.0,0.348,2.448,9.2,1,tarde,0,94.89
8.4,0.0,1.143,1.957,2.9,1,noche,0,38.04
27.8,0.0,3.659,2.343,4.7,1,noche,1,68.98
32.4,2.4,0.74,1.663,24.1,0,noche,1,34.0
21.6,0.0,3.89,2.578,0.1,1,noche,1,47.95
29.7,0.0,2.569,1.771,13.7,1,noche,1,23.44
27.5,0.0,1.342,1.417,19.2,1,tarde,1,22.01
10.9,0.0,0.703,0.769,5.1,1,mañana,0,87.95
17.4,0.0,1.475,1.673,8.9,1,mañana,0,30.18
16.3,0.0,0.415,1.574,8.0,1,mañana,0,41.58
19.4,0.0,2.587,1.388,7.2,1,noche,1,84.74
26.3,0.0,1.439,2.179,15.0,1,noche,1,89.84
24.4,0.0,2.142,2.204,10.9,1,noche,1,51.0
27.0,0.0,3.196,1.336,12.4,1,noche,1,87.25
12.0,0.0,1.117,1.477,10.1,1,noche,0,21.48
5.5,0.0,1.751,0.525,4.9,1,noche,0,23.59
5.6,0.0,1.418,2.542,2.8,1,mañana,0,53.41
11.7,0.0,1.569,2.626,3.2,1,mañana,0,49.53
14.5,0.0,0.37,1.517,9.4,1,mañana,0,71.15
20.4,0.0,1.026,2.042,15.3,1,mañana,0,61.1
16.4,0.0,1.71,2.347,7.0,1,noche,0,68.23
22.5,0.0,0.49,3.126,15.0,1,noche,0,58.0
19.3,0.0,0.972,1.045,12.3,1,noche,0,63.27
20.6,0.0,1.673,1.859,11.0,1,mañana,0,87.78
20.1,0.0,1.724,2.12,10.7,1,noche,0,52.97
22.5,0.0,0.66,2.38,15.4,1,noche,0,19.51
22.9,0.0,0.295,2.968,14.5,1,mañana,0,16.97
21.9,0.0,2.567,1.886,7.9,1,tarde,1,79.12
24.2,0.0,1.9,0.616,13.2,1,tarde,1,83.46
27.8,0.0,2.138,1.062,16.5,1,tarde,1,66.93
14.1,0.0,1.498,1.118,8.1,1,noche,0,43.4
10.5,0.0,1.097,1.975,7.2,1,noche,0,16.06
24.2,0.0,2.892,1.279,11.3,1,tarde,1,70.84
14.7,0.0,0.706,1.429,11.3,1,noche,0,43.8
23.2,0.0,0.328,1.465,17.7,1,mañana,0,89.16
15.9,0.0,1.356,2.426,8.7,1,mañana,0,19.11
31.2,1.2,2.283,2.591,16.3,0,noche,1,63.89
16.7,0.0,0.491,1.311,9.4,1,noche,1,61.47
7.7,0.0,0.879,0.872,5.1,1,tarde,0,86.19
13.5,0.0,1.259,1.882,9.9,1,tarde,0,34.76
14.1,0.0,1.497,1.846,5.9,1,mañana,0,47.32
11.1,0.0,0.558,1.701,6.2,1,mañana,0,81.15
35.2,5.2,3.112,2.796,16.0,0,tarde,1,66.4
28.5,0.0,1.634,2.351,16.2,1,tarde,1,61.32
15.7,0.0,1.005,2.705,11.5,1,mañana,0,78.36
15.9,0.0,1.256,2.641,10.3,1,mañana,0,66.86
20.2,0.0,1.136,2.849,10.7,1,mañana,0,62.21
17.3,0.0,1.501,1.887,9.5,1,noche,0,21.1
18.8,0.0,1.695,2.952,10.5,1,noche,0,88.82
16.5,0.0,0.53,1.307,13.8,1,noche,0,53.84
20.2,0.0,1.534,1.754,12.5,1,noche,0,43.65
19.6,0.0,0.628,2.408,13.9,1,mañana,0,92.59
10.9,0.0,1.483,0.924,5.5,1,noche,0,70.12
18.8,0.0,1.86,1.756,9.1,1,noche,0,27.08
14.3,0.0,1.264,0.145,10.0,1,noche,0,64.11
16.8,0.0,1.391,2.019,8.8,1,noche,0,36.07
10.9,0.0,1.485,0.9,4.0,1,noche,0,15.19
18.7,0.0,0.533,3.106,11.8,1,noche,0,77.87
21.8,0.0,0.47,3.338,15.5,1,noche,0,39.39
17.0,0.0,1.208,0.274,10.3,1,noche,0,33.43
24.7,0.0,1.444,2.854,15.9,1,noche,0,19.28
10.3,0.0,1.338,0.458,6.5,1,noche,0,63.69
32.2,2.2,2.464,1.375,18.2,0,noche,1,93.99
27.2,0.0,1.937,2.358,12.3,1,noche,1,68.52
19.5,0.0,2.784,0.803,3.8,1,tarde,1,23.9
24.9,0.0,3.503,2.252,2.3,1,tarde,1,17.31
27.9,0.0,2.25,1.718,14.4,1,noche,1,45.21
33.9,3.9,2.254,1.055,20.8,0,noche,1,92.81
14.3,0.0,1.542,1.888,5.4,1,mañana,0,65.24
17.0,0.0,0.588,2.417,9.1,1,mañana,0,30.05
25.9,0.0,3.104,2.534,5.4,1,tarde,1,93.87
17.6,0.0,0.935,1.523,11.8,1,mañana,0,92.67
15.8,0.0,0.909,2.049,9.8,1,tarde,0,24.05
16.2,0.0,1.302,1.571,11.8,1,mañana,0,50.13
11.1,0.0,1.501,1.632,7.7,1,mañana,0,79.47
25.0,0.0,2.773,1.696,10.3,1,noche,1,51.75
14.2,0.0,0.53,1.907,11.2,1,noche,0,57.09
18.1,0.0,1.333,2.285,9.5,1,noche,0,84.25
16.8,0.0,0.962,1.536,11.9,1,mañana,0,62.74
12.9,0.0,1.725,1.966,4.5,1,mañana,0,68.62
17.3,0.0,1.379,2.664,10.0,1,mañana,0,27.92
7.2,0.0,0.91,1.371,0.5,1,mañana,0,49.91
30.7,0.7,3.288,1.28,12.9,0,tarde,1,54.09
19.5,0.0,2.55,1.934,6.7,1,tarde,1,48.46
28.7,0.0,2.688,1.834,14.7,1,noche,1,38.02
18.9,0.0,0.903,2.706,11.1,1,noche,0,67.35
16.0,0.0,0.761,0.709,14.5,1,noche,0,70.73
14.1,0.0,1.429,0.853,12.8,1,noche,0,80.37
18.6,0.0,1.441,2.762,8.7,1,noche,0,34.01
14.7,0.0,1.423,2.201,7.4,1,noche,0,90.1
13.3,0.0,1.234,1.617,9.1,1,noche,0,85.87
19.0,0.0,1.109,2.651,10.7,1,noche,0,43.75
29.1,0.0,3.105,2.375,11.0,1,noche,1,88.12
29.0,0.0,0.516,1.12,21.0,1,noche,1,23.23
23.1,0.0,1.947,2.743,11.5,1,noche,1,60.53
31.0,1.0,2.773,2.182,15.2,0,noche,1,25.27
17.7,0.0,0.2,2.351,10.0,1,noche,0,76.27
13.0,0.0,1.505,0.775,5.8,1,noche,0,52.05
21.7,0.0,0.897,1.815,14.0,1,noche,0,43.33
19.9,0.0,2.078,2.308,5.7,1,noche,1,88.9
21.8,0.0,3.515,2.69,2.1,1,noche,1,72.94
22.1,0.0,3.035,0.157,13.7,1,noche,1,38.22
16.3,0.0,0.984,3.308,3.7,1,noche,0,51.52
12.6,0.0,0.884,2.376,7.6,1,noche,0,61.33
17.4,0.0,0.559,3.22,7.8,1,mañana,0,44.8
